ano,sigla_uf,id_municipio,tipo_vinculo,vinculo_ativo_3112,faixa_remuneracao_media_sm,valor_remuneracao_media_sm,faixa_etaria,sexo
1991,CE,2304400,2,1,6,5.5,4,2
1991,RJ,3304557,1,0,5,4.02,7,1
1991,SP,3556701,1,1,4,3.14,,1
1991,RJ,3303302,1,1,3,2.94,4,2
1991,RS,4314902,1,1,7,7.16,4,2
1991,SP,3549805,1,1,1,0.54,4,2
1991,SP,3534401,1,1,10,29.34,5,2
1991,RJ,3304557,1,0,2,1.11,6,2
1991,AM,1302603,2,1,3,2.28,7,1
1991,RJ,3305109,1,1,3,2.11,5,1
1991,RS,4308904,1,1,2,1.02,4,2
1991,MG,3170206,1,1,6,5.67,6,1
1991,SP,3521408,1,0,3,2.56,4,1
1991,SP,3506003,1,1,8,12.26,5,2
1991,RJ,3303500,1,0,5,4.32,4,1
1991,SP,3524402,5,1,2,1.61,4,1
1991,GO,5211503,1,1,2,1.22,,1
1991,SP,3550308,1,1,2,1.27,3,1
1991,AM,1302603,1,1,6,5.44,4,2
1991,PR,4118402,1,0,2,1.83,3,1
1991,DF,5300108,2,1,6,5.18,3,1
1991,AL,2704302,2,1,,0.0,4,1
1991,MG,3127701,1,0,2,1.45,5,1
1991,SP,3509502,1,0,1,1.0,3,2
1991,SP,3550308,1,0,9,15.47,5,1
1991,RJ,3304557,1,1,6,6.1,4,2
1991,PR,4119905,1,1,4,3.56,6,1
1991,RJ,3304557,1,0,3,2.77,5,1
1991,RN,2402600,1,1,1,0.99,1,1
1991,SP,3552809,1,0,10,27.08,5,1
1991,RJ,3304557,2,1,6,6.06,6,2
1991,SP,3550308,1,1,7,8.25,7,2
1991,RJ,3304557,1,1,5,4.71,5,1
1991,SP,3526803,1,1,4,3.74,3,2
1991,SP,3548708,1,1,8,10.99,5,2
1991,MG,3106200,1,0,3,2.81,5,1
1991,SP,3550308,1,1,10,24.39,6,1
1991,SP,3534401,1,0,4,3.79,3,1
1991,SP,3550308,1,1,2,1.62,3,1
1991,SP,3550308,1,0,2,1.97,5,2
1991,RS,4307906,1,0,3,2.75,3,1
1991,RJ,3304557,2,1,6,5.01,5,1
1991,SP,3530300,1,0,2,1.96,5,1
1991,SP,3509502,1,1,3,2.98,5,1
1991,SC,4218251,1,1,2,1.2,4,1
1991,SP,3550308,1,1,10,53.09,5,2
1991,SP,3550308,1,0,6,6.92,5,2
1991,SP,3550308,1,0,4,3.67,3,1
1991,SP,3501905,5,0,2,1.12,3,1
1991,SP,3550308,1,1,7,7.31,6,1
1991,SP,3550308,1,1,8,10.01,6,1
1991,MG,3106200,1,1,3,2.24,,1
1991,SP,3550308,1,0,3,2.11,3,1
1991,SP,3552205,1,0,8,13.88,6,1
1991,PE,2611606,1,0,2,1.29,3,1
1991,PA,1501402,1,1,2,1.71,5,2
1991,SP,3518800,1,0,2,1.43,3,1
1991,PA,1500800,1,0,3,2.08,5,1
1991,BA,2910057,1,1,10,37.58,5,1
1991,SP,3549904,2,1,7,9.95,7,1
1991,SP,3550308,1,1,2,1.97,3,1
1991,BA,2927408,1,0,6,5.83,4,1
1991,CE,2304400,2,1,2,1.3,6,1
1991,RS,4314001,1,1,4,3.8,3,1
1991,ES,3204401,1,0,3,2.98,3,2
1991,GO,5217401,1,0,5,4.4,6,1
1991,RJ,3306305,1,1,4,3.36,6,1
1991,RJ,3304557,2,1,3,2.49,7,2
1991,RJ,3304557,1,1,2,1.59,5,2
1991,GO,5208707,1,1,4,3.81,5,1
1991,RJ,3303302,1,1,6,5.52,6,1
1991,RJ,3300209,1,1,3,2.74,4,2
1991,RJ,3304557,1,1,6,5.03,5,2
1991,BA,2927408,1,0,,0.0,3,1
1991,SP,3549706,1,1,2,1.04,2,1
1991,RJ,3304557,1,0,5,4.1,6,1
1991,CE,2304400,1,1,2,1.5,3,1
1991,SP,3518800,1,0,3,2.41,5,1
1991,PR,4113700,1,0,4,3.47,5,1
1991,RR,1400100,1,0,4,3.99,7,1
1991,PR,4122404,1,1,3,2.49,3,2
1991,SP,3550308,1,0,,0.0,3,1
1991,SP,3550308,1,1,5,4.04,3,2
1991,PI,2211100,1,1,2,1.38,5,1
1991,MG,3106200,1,1,4,3.17,5,1
1991,ES,3205200,1,0,3,2.18,5,1
1991,SP,3550308,1,1,5,4.22,5,2
1991,RJ,3304557,1,1,3,2.37,3,2
1991,RN,2408102,1,1,3,2.05,3,2
1991,SP,3534401,5,1,8,13.26,3,1
1991,ES,3203205,5,1,2,1.66,5,2
1991,PR,4122305,1,1,3,2.6,5,1
1991,PA,1501303,1,1,7,8.85,5,1
1991,SP,3523909,1,0,2,1.89,4,2
1991,RS,4314902,1,1,2,1.48,5,2
1991,SP,3550308,1,0,4,3.81,6,1
1991,SP,3550308,1,0,3,2.26,3,1
1991,SP,3550308,1,0,4,3.02,,1
1991,SP,3518800,1,0,2,1.62,3,1
1991,RS,4305108,1,1,5,4.11,5,2
1991,ES,3205200,1,0,2,1.58,5,2
1991,CE,2302701,,1,,0.0,5,2
1991,SP,3550308,1,1,10,26.78,5,1
1991,PR,4106902,1,1,2,1.37,2,1
1991,MG,3107109,1,0,1,0.99,3,2
1991,ES,3205309,1,0,6,5.88,5,1
1991,SC,4214805,1,1,2,1.44,6,1
1991,RJ,3304557,2,1,3,2.32,3,1
1991,BA,2921005,1,0,2,1.68,3,1
1991,CE,2304400,1,1,1,0.99,7,1
1991,DF,5300108,1,0,3,2.49,4,1
1991,SP,3550308,1,0,6,6.4,5,1
1991,RS,4314902,1,0,7,8.03,3,1
1991,SP,3550308,1,1,3,2.49,5,2
1991,MG,3128303,1,0,1,0.81,3,1
1991,SP,3550308,5,1,2,1.96,4,2
1991,BA,2927408,2,1,2,1.52,7,2
1991,SP,3548708,1,0,1,0.61,6,2
1991,MT,5108402,1,0,2,1.5,4,1
1991,RJ,3304557,1,1,6,6.95,6,1
1991,RS,4313409,1,1,3,2.3,3,1
1991,RJ,3304557,2,1,6,6.95,6,1
1991,SP,3548500,1,1,1,0.98,2,2
1991,RS,4308508,1,0,3,2.0,5,1
1991,SP,3524709,1,0,1,0.72,5,2
1991,DF,5300108,1,1,2,1.29,4,1
1991,SC,4211751,1,1,6,5.87,3,1
1991,CE,2304400,1,0,2,1.25,,1
1991,MS,5003801,1,0,4,3.14,3,1
1991,SP,3550308,1,1,2,1.82,5,2
1991,PR,4106902,1,0,3,2.16,3,2
1991,PR,4115200,1,0,8,14.89,6,1
1991,RS,4310108,1,1,4,3.38,4,2
1991,BA,2927408,2,1,5,4.58,6,2
1991,SP,3509205,1,1,4,3.5,4,1
1991,RJ,3304557,1,1,2,1.63,5,1
1991,SP,3550308,1,1,4,3.16,6,2
1991,DF,5300108,1,1,5,4.9,5,1
1991,SP,3550308,1,1,10,20.08,6,1
1991,MG,3138203,1,1,3,2.76,5,2
1991,PR,4125704,1,0,2,1.97,3,1
1991,SP,3550308,1,0,2,1.62,2,2
1991,IGNORADO,,5,0,3,2.84,5,1
1991,SP,3548500,1,0,2,1.11,5,1
1991,SP,3543402,1,1,2,1.28,5,2
1991,SP,3534401,1,1,10,21.28,6,1
1991,SP,3548708,1,0,4,3.79,2,1
1991,MG,3122306,1,0,7,7.8,4,1
1991,SP,3547809,1,1,9,16.66,5,2
1991,GO,5208707,1,1,4,3.08,5,2
1991,SP,3550308,2,0,7,9.3,5,1
1991,PA,1500800,1,1,3,2.63,5,1
1991,SP,3543402,1,0,3,2.35,2,2
1991,RJ,3304557,1,1,8,14.91,5,1
1991,IGNORADO,,1,0,2,1.53,4,1
1991,SP,3550308,1,1,5,4.38,3,2
1991,SP,3518800,1,1,2,1.82,2,1
1991,PR,4106902,1,1,7,8.51,6,1
1991,SP,3523909,1,1,5,4.47,5,1
1991,SP,3526902,1,1,9,16.9,5,1
1991,SP,3550308,1,1,6,5.56,5,1
1991,SP,3502705,1,0,,0.0,5,1
1991,ES,3201506,1,1,3,2.18,7,1
1991,SP,3550308,1,0,3,2.05,8,1
1991,PR,4106902,1,1,4,3.23,7,1
1991,CE,2312908,1,0,3,2.47,5,2
1991,SP,3511508,1,0,2,1.69,3,1
1991,CE,2304400,1,1,4,3.3,5,2
1991,SP,3554003,1,1,3,2.31,5,2
1991,MG,3168705,1,0,6,5.12,5,2
1991,PR,4115200,,0,4,3.46,,1
1991,SP,3543402,1,1,2,1.36,3,2
1991,DF,5300108,2,1,7,7.56,7,1
1991,RS,4314902,2,1,7,9.49,6,2
1991,RJ,3304557,2,1,5,4.18,5,1
1991,RJ,3304557,1,1,4,3.0,4,2
1991,SP,3513801,1,1,2,1.06,6,2
1991,SP,3550308,1,1,6,5.51,6,1
1991,SP,3550308,1,1,5,4.73,3,2
1991,BA,2905701,1,0,5,4.85,8,1
1991,MG,3118007,1,1,6,5.07,6,2
1991,RJ,3301009,1,0,2,2.0,3,1
1991,DF,5300108,2,1,8,13.96,4,1
1991,PA,1508100,1,0,7,8.49,3,1
1991,GO,5219308,1,1,2,1.36,3,1
1991,RJ,3304557,1,0,1,0.87,3,1
1991,RS,4319901,1,0,3,2.45,5,1
1991,MG,3167202,1,1,2,1.09,2,1
1991,RJ,3304557,2,1,8,11.68,5,1
1991,BA,2927408,1,1,10,27.74,5,2
1991,AM,1302603,2,1,4,3.07,4,2
1991,SP,3550308,1,1,7,9.54,5,1
1991,DF,5300108,2,1,8,10.34,4,1
1991,SP,3548906,1,1,6,5.27,6,1
1991,IGNORADO,,1,1,,0.0,5,2
1991,MG,3134202,2,1,3,2.43,,1
1991,RJ,3304557,2,1,,0.0,7,1
1991,PB,2509107,1,1,0,0.49,5,1
1991,BA,2911006,1,1,2,1.0,,2
1991,MG,3149903,5,1,2,1.83,6,1
1991,MT,5103403,1,0,2,1.95,3,1
1991,SP,3525706,1,0,3,2.46,3,2
1991,IGNORADO,,1,1,5,4.29,5,1
1991,RJ,3303302,1,0,3,2.99,3,1
1991,SP,3550308,2,1,10,50.91,7,1
1991,MG,3137205,1,1,3,2.26,5,2
1991,PI,2201200,1,1,,0.0,,2
1991,PR,4113700,1,1,2,1.97,7,1
1991,PA,1501402,2,1,2,1.16,5,2
1991,PE,2611606,1,0,2,1.32,3,1
1991,SE,2800308,1,0,,0.0,5,1
1991,SP,3505708,1,0,3,2.74,6,1
1991,RJ,3304557,1,1,10,24.73,5,2
1991,SP,3550308,1,1,6,6.7,6,1
1991,PE,2611606,,1,2,1.42,3,1
1991,SP,3550308,1,0,9,19.87,,1
1991,SP,3550308,1,1,6,5.75,7,1
1991,MS,5006309,1,1,2,1.82,3,1
1991,RS,4314902,1,0,8,13.89,4,1
1991,RJ,3304557,1,0,4,3.33,3,2
1991,RS,4304606,1,0,6,5.62,7,2
1991,SP,3550308,1,1,5,4.88,5,1
1991,PA,1500503,1,1,2,1.77,6,1
1991,RO,1100205,2,1,4,3.41,5,1
1991,CE,2304400,1,0,2,1.77,7,1
1991,RJ,3304557,1,1,2,1.07,5,1
1991,MG,3156908,1,1,3,2.43,5,2
1991,SP,3503208,1,0,3,2.27,3,2
1991,MG,3106200,1,1,5,4.4,7,1
1991,SP,3523206,1,1,6,5.31,6,1
1991,MG,3139409,1,1,1,1.0,3,2
1991,SP,3543402,1,0,6,5.55,4,1
1991,RS,4314407,1,0,3,2.14,6,2
1991,SP,3550308,1,0,10,23.43,4,2
1991,RS,4314902,1,1,3,2.77,3,1
1991,AM,1302603,1,1,2,1.97,6,2
1991,SP,3513801,1,0,2,1.62,4,1
1991,RJ,3304557,1,1,,0.0,5,1
1991,MA,2109601,1,0,8,10.37,5,1
1991,AM,1302603,1,0,4,3.35,5,1
1991,PA,1501402,1,0,2,1.04,5,1
1991,SP,3550308,1,1,2,1.13,5,2
1991,ES,3201506,1,0,2,1.24,3,2
1991,SP,3550308,1,0,8,10.1,6,1
1991,BA,2927408,1,1,2,1.79,6,1
1991,SP,3503307,1,1,8,12.83,5,1
1991,MG,3143302,5,1,2,1.29,7,1
1991,RR,1400100,2,1,,0.0,5,2
1991,SP,3557105,1,1,3,2.77,3,1
1991,RN,2408102,1,1,7,9.89,4,1
1991,SP,3548708,1,1,8,10.28,6,1
1991,BA,2927408,1,1,5,4.94,7,2
1991,SP,3550308,1,0,8,14.16,5,2
1991,SP,3534401,1,0,4,3.38,3,2
1991,SP,3550308,1,0,3,2.52,5,2
1991,MA,2111300,2,1,3,2.47,8,1
1991,RJ,3304557,1,1,2,1.79,7,1
1991,RS,4313409,1,1,8,11.53,5,2
1991,RS,4305355,1,1,7,7.3,5,1
1991,PR,4114609,1,0,7,7.44,5,1
1991,SP,3515004,1,1,5,4.63,5,1
1991,PB,2504009,1,1,4,3.97,6,1
1991,SP,3550308,1,0,4,3.43,3,2
1991,MG,3136702,1,1,2,1.49,3,1
1991,SP,3550308,1,1,2,1.54,3,1
1991,SP,3550308,5,1,3,2.08,6,2
1991,SP,3548500,1,1,8,10.51,7,1
1991,RS,4304408,1,0,2,1.77,3,2
1991,RJ,3305802,1,0,3,2.78,6,2
1991,PR,4118402,1,1,3,2.6,7,1
1991,DF,5300108,1,1,9,18.75,5,1
1991,SP,3550308,1,1,5,4.31,5,1
1991,SP,3550308,1,1,3,2.48,3,1
1991,SP,3550308,2,1,5,4.22,7,2
1991,SP,3509502,1,0,7,7.58,4,1
1991,RJ,3302007,2,1,8,14.3,6,1
1991,SC,4202008,1,1,3,2.11,6,2
1991,PE,2613701,1,1,2,1.72,4,2
1991,RJ,3304557,1,0,3,2.12,7,1
1991,RS,4321709,1,0,5,4.36,7,1
1991,SP,3552205,1,1,4,3.1,4,2
1991,RJ,3304557,2,1,4,3.02,7,2
1991,SC,4214805,1,1,2,1.46,2,2
1991,RS,4315602,1,1,10,25.4,5,1
1991,SC,4202404,1,0,4,3.53,5,1
1991,RN,2402204,1,1,2,1.08,3,1
1991,PR,4106902,2,1,6,6.22,5,1
1991,SP,3549904,1,1,5,4.56,3,1
1991,RS,4321808,2,1,2,1.98,6,1
1991,SP,3550308,1,1,4,3.86,5,2
1991,MA,2111300,1,1,3,2.31,4,2
1991,RS,4311403,1,0,3,2.4,2,1
1991,MG,3136702,1,1,2,1.35,6,1
1991,RJ,3304557,1,1,2,1.47,5,2
1991,SP,3550308,1,1,3,2.43,3,1
1991,SP,3550308,1,1,6,5.83,5,2
1991,SC,4210506,1,1,3,2.42,5,2
1991,MG,3106200,1,1,7,9.11,5,1
1991,BA,2929503,1,1,7,8.57,5,2
1991,MG,3105608,1,1,0,0.5,5,2
1991,RJ,3304557,2,1,4,3.22,5,2
1991,RJ,3304557,1,1,10,50.16,7,1
1991,SP,3549904,1,0,6,5.47,3,2
1991,RJ,3304557,1,1,2,1.34,6,2
1991,BA,2914604,1,0,2,1.1,7,1
1991,SP,3552809,1,1,3,2.04,2,1
1991,SC,4209300,1,0,1,1.0,5,1
1991,RS,4319000,1,1,8,12.44,5,1
1991,PB,2507507,1,1,3,2.14,3,2
1991,SP,3550308,1,1,,0.0,2,2
1991,SP,3550308,1,1,2,1.91,3,2
1991,GO,5208707,1,0,9,16.91,5,1
1991,RJ,3304557,1,0,4,3.31,4,2
1991,SP,3526902,1,1,7,9.24,4,2
1991,MG,3103405,1,1,6,5.21,5,1
1991,AM,1302603,1,1,6,5.74,4,1
1991,RJ,3304557,2,1,5,4.69,5,2
1991,RJ,3304557,1,0,2,1.76,5,1
1991,PI,2211001,1,0,2,1.0,3,1
1991,SP,3523909,1,0,,0.0,3,1
1991,SP,3529401,1,1,8,14.24,5,2
1991,SP,3547809,1,1,4,3.24,3,1
1991,SP,3525300,1,0,6,5.1,4,1
1991,PR,4106902,1,0,2,1.95,3,1
1991,SP,3501608,1,1,8,11.09,5,1
1991,RJ,3304557,1,1,8,12.68,7,1
1991,SP,3550308,1,0,2,1.89,6,1
1991,SP,3550308,2,1,7,7.02,5,1
1991,SP,3550308,5,0,6,5.52,6,2
1991,SP,3509502,1,1,5,4.71,,2
1991,SP,3534401,1,0,3,2.42,3,2
1991,RS,4301057,1,1,3,2.38,2,1
1991,SP,3509502,1,0,8,12.44,5,1
1991,RJ,3304557,1,0,7,8.35,5,1
1991,SC,4202404,1,0,5,4.41,6,2
1991,RS,4314902,2,1,8,12.73,5,1
1991,MG,3106200,1,1,8,12.67,4,1
1991,MG,3136702,1,0,2,1.36,7,1
1991,MG,3106200,2,1,2,1.43,7,2
1991,BA,2903201,1,1,8,13.51,4,1
1991,DF,5300108,2,1,7,8.62,6,1
1991,RS,4314902,1,1,5,4.62,6,1
1991,RJ,3303500,1,0,1,0.99,2,1
1991,MG,3127701,1,1,4,3.7,5,1
1991,RS,4313409,1,1,8,10.63,7,1
1991,SP,3542404,1,0,3,2.78,7,2
1991,RS,4314407,4,0,2,1.64,6,1
1991,RJ,3301702,2,1,6,6.38,6,2
1991,SP,3550308,1,1,6,6.32,6,1
1991,RS,4317509,1,0,3,2.36,6,1
1991,SC,4204202,1,0,2,1.59,3,1
1991,MG,3136702,1,1,5,4.79,5,2
1991,PA,1501402,1,0,6,6.38,6,1
1991,PE,2611606,1,1,4,3.65,5,1
1991,DF,5300108,2,1,8,12.63,6,2
1991,RS,4314902,2,1,7,7.2,5,2
1991,MG,3170701,1,0,7,7.11,5,1
1991,PA,1501402,2,1,7,9.34,5,1
1991,TO,1709500,1,1,2,1.67,5,2
1991,BA,2902906,1,1,2,1.69,,2
1991,ES,3201605,1,1,4,3.44,4,1
1991,RJ,3303401,1,1,8,11.99,6,1
1991,RJ,3303302,1,0,,0.0,3,1
1991,PE,2611606,1,1,2,1.44,6,1
1991,PA,1505502,1,1,4,3.34,5,1
1991,RS,4314902,2,1,5,4.42,5,1
1991,RS,4314902,1,0,8,12.71,5,2
1991,BA,2927408,1,0,2,1.34,3,1
1991,RS,4302808,1,1,1,0.83,3,1
1991,AC,1200401,1,1,3,2.01,,1
1991,SP,3518800,1,0,3,2.03,5,2
1991,RS,4313409,1,1,4,3.33,5,2
1991,IGNORADO,,5,1,2,1.67,4,1
1991,RJ,3303708,1,1,3,2.33,5,1
1991,RJ,3306008,1,1,,0.0,4,1
1991,RJ,3304557,2,1,6,5.03,5,1
1991,RJ,3304557,1,1,7,8.58,5,1
1991,RJ,3304557,1,1,6,5.1,5,1
1991,SP,3550308,1,1,10,46.76,6,1
1991,SP,3550308,2,1,8,12.68,7,2
1991,SP,3523909,1,1,2,1.41,2,1
1991,GO,5208707,1,0,5,4.21,3,1
1991,SP,3554102,1,1,7,8.46,6,1
1991,PR,4104204,1,0,,0.0,,1
1991,RJ,3303302,2,1,6,6.58,5,1
1991,SP,3518800,1,1,6,6.03,5,2
1991,MG,3106200,1,1,5,4.21,5,1
1991,SP,3525904,1,1,5,4.3,6,1
1991,PE,2606200,1,1,2,2.0,4,1
1991,SP,3522505,1,1,4,3.96,3,1
1991,MG,3106200,1,0,7,8.51,3,1
1991,PR,4128203,1,0,3,2.55,4,1
1991,MG,3106200,2,1,2,1.57,6,1
1991,SP,3549805,1,1,2,1.81,5,1
1991,SP,3550308,1,0,6,5.29,4,1
1991,SP,3544004,1,0,3,2.03,6,2
1991,SP,3550308,1,1,3,2.6,6,1
1991,BA,2911006,1,1,1,0.99,,2
1991,SP,3550308,1,0,3,2.45,5,2
1991,RJ,3304557,1,0,3,2.83,6,1
1991,DF,5300108,1,0,,0.0,6,1
1991,SP,3550308,1,1,5,4.72,5,1
1991,RS,4314100,1,1,4,3.36,6,1
1991,RJ,3304557,1,1,3,2.86,5,2
1991,IGNORADO,,1,0,3,2.74,8,1
1991,PE,2607901,1,1,6,6.52,6,1
1991,SP,3550308,1,0,6,6.58,7,2
1991,CE,2304400,1,0,3,2.8,4,2
1991,RS,4314902,1,1,5,4.91,5,1
1991,CE,2304400,1,0,2,1.09,3,1
1991,SP,3524303,5,0,2,1.96,4,2
1991,RJ,3304557,1,0,3,2.07,4,1
1991,SP,3529401,1,1,10,22.06,6,1
1991,RN,2408102,1,1,3,2.02,6,2
1991,RJ,3305802,1,1,2,1.72,,1
1991,MG,3109006,1,0,2,1.76,3,1
1991,SP,3550308,2,1,5,4.61,4,2
1991,SP,3550308,1,1,8,11.82,3,1
1991,SP,3550308,1,1,9,17.04,6,1
1991,IGNORADO,,5,1,2,1.02,6,1
1991,SC,4205407,1,1,2,1.93,6,2
1991,RS,4313409,1,1,6,5.66,5,2
1991,RS,4314902,2,1,4,3.63,6,2
1991,SP,3551702,1,0,2,1.73,4,2
1991,RS,4307005,1,1,2,1.51,7,2
1991,RS,4321907,1,1,3,2.27,3,1
1991,SP,3543402,1,1,4,3.75,3,1
1991,PR,4101408,1,0,4,3.88,4,2
1991,SP,3542602,1,1,2,1.55,3,2
1991,SC,4202305,1,1,4,3.08,3,2
1991,SP,3501707,1,1,10,24.24,5,1
1991,AL,2707305,1,1,2,1.42,3,1
1991,AM,1302603,1,0,3,2.19,4,1
1991,RS,4320008,1,1,2,1.85,6,2
1991,BA,2910800,1,0,6,6.01,5,1
1991,CE,2302503,1,1,,0.0,5,2
1991,SP,3550308,1,0,6,6.02,3,2
1991,RJ,3304557,1,1,4,3.07,4,2
1991,SP,3550308,1,1,2,1.69,6,1
1991,MG,3106200,2,1,4,3.72,4,2
1991,RN,2408102,1,1,2,1.4,7,1
1991,SP,3550308,5,1,6,6.19,5,2
1991,SP,3543402,1,0,5,4.85,6,1
1991,MG,3106200,1,0,4,3.66,6,1
1991,MG,3136702,1,0,,0.0,4,1
1991,MG,3106200,2,1,8,10.88,6,1
1991,SP,3509601,1,0,6,6.72,5,1
1991,MG,3106200,1,0,7,7.46,5,1
1991,SC,4209102,1,1,8,11.71,3,1
1991,PR,4105805,1,0,8,12.37,4,1
1991,SP,3557006,1,1,7,7.21,3,2
1991,PR,4127700,1,1,6,5.13,5,2
1991,SP,3543907,1,1,4,3.0,4,2
1991,GO,5208707,1,1,8,10.98,6,2
1991,BA,2927408,1,1,6,5.93,7,1
1991,PR,4105102,1,1,2,1.74,7,1
1991,ES,3201506,1,1,2,1.52,4,2
1991,DF,5300108,1,0,3,2.19,7,1
1991,BA,2927408,1,1,7,8.95,6,2
1991,SP,3548500,4,0,4,3.71,5,1
1991,IGNORADO,,1,1,1,1.0,5,1
1991,SP,3547809,1,1,6,5.64,3,1
1991,SP,3501905,1,1,2,1.79,4,2
1991,PB,2504009,1,0,8,14.01,4,1
1991,SE,2801306,1,0,,0.0,4,1
1991,PR,4119509,1,1,5,4.2,3,1
1991,SP,3550308,1,1,2,1.08,2,1
1991,PE,2611606,1,0,2,1.44,5,1
1991,RS,4316907,1,1,3,2.39,5,1
1991,SP,3549904,1,1,4,3.22,4,1
1991,DF,5300108,1,1,,0.0,8,1
1991,RJ,3304557,1,1,2,1.55,4,1
1991,RJ,3304557,2,1,6,5.57,5,2
1991,PR,4101408,1,1,2,1.3,3,1
1991,CE,2301703,1,1,,0.0,7,1
1991,SP,3521804,5,1,2,1.89,5,1
1991,RS,4314902,1,1,10,23.47,5,1
1991,RS,4313409,1,1,7,9.97,3,1
1991,RJ,3304557,1,1,10,33.09,7,2
1991,SC,4204608,1,0,4,3.49,3,2
1991,PR,4117909,1,1,2,1.09,5,1
1991,SP,3525904,1,1,6,5.32,5,1
1991,RJ,3303500,1,0,4,3.09,4,1
1991,RS,4314100,1,1,3,2.45,3,2
1991,PR,4113700,4,0,3,2.26,6,1
1991,SP,3522307,1,0,4,3.42,3,2
1991,SP,3509502,1,1,6,5.62,7,1
1991,BA,2900702,1,1,1,1.0,3,1
1991,PE,2611606,2,1,4,3.97,7,2
1991,RJ,3304300,1,1,1,0.99,6,1
1991,SP,3503307,1,0,3,2.05,3,2
1991,SP,3526902,4,1,2,1.47,3,1
1991,CE,2304400,1,0,4,3.13,3,1
1991,SP,3552502,1,1,3,2.09,5,2
1991,CE,2304400,1,1,8,13.22,6,1
1991,SP,3538006,1,1,7,7.89,3,1
1991,RJ,3304557,5,0,3,2.53,5,2
1991,MG,3106200,1,0,4,3.04,4,1
1991,RJ,3304557,1,1,10,30.34,5,1
1991,SE,2800308,1,0,1,0.77,4,1
1991,SC,4204608,1,1,3,2.75,6,2
1991,MG,3106200,1,1,2,1.72,6,1
1991,GO,5201405,1,0,8,12.45,6,1
1991,PR,4106902,1,1,10,22.67,6,1
1991,MG,3106200,1,1,4,3.92,4,1
1991,SP,3533403,1,0,7,7.55,4,1
1991,PE,2607901,1,1,2,1.84,5,2
1991,PR,4115200,1,0,2,1.01,3,1
1991,SP,3552403,1,1,5,4.0,3,1
1991,MG,3136702,1,0,8,12.38,6,1
1991,SP,3552502,1,0,3,2.84,4,1
1991,BA,2927408,1,0,8,11.51,5,1
1991,SP,3542404,4,0,,0.0,6,2
1991,SP,3550308,1,1,6,5.72,6,1
1991,SC,4213203,1,1,5,4.5,3,1
1991,SP,3554102,1,1,3,2.41,6,2
1991,SP,3550308,1,1,7,9.53,5,1
1991,ES,3205309,1,1,3,2.14,6,1
1991,RJ,3304557,1,1,3,2.8,6,1
1991,PR,4106902,1,1,4,3.16,5,1
1991,SP,3550308,5,1,4,3.63,5,2
1991,RJ,3304557,1,1,4,3.47,,1
1991,PR,4106902,1,1,9,15.9,6,1
1991,RJ,3304557,2,1,9,19.88,4,1
1991,PE,2611606,2,1,3,2.29,7,2
1991,RJ,3302403,1,0,4,3.43,3,1
1991,MG,3118601,1,1,3,2.12,3,2
1991,SP,3526803,5,1,3,2.29,3,1
1991,MT,5107602,1,0,1,0.99,3,2
1991,MG,3170206,1,1,2,1.91,6,2
1991,RJ,3304557,1,1,2,1.29,6,1
1991,MG,3136702,1,1,2,1.37,3,2
1991,CE,2304400,5,0,2,1.12,3,1
1991,RJ,3304557,1,1,4,3.41,4,1
1991,SP,3548708,1,1,6,6.84,7,1
1991,PE,2611606,1,1,6,6.04,4,1
1991,RS,4305108,1,1,3,2.17,5,1
1991,MA,2101608,2,1,,0.0,5,2
1991,RJ,3304557,2,1,5,4.95,4,1
1991,RJ,3304557,1,0,6,5.0,4,1
1991,SP,3509502,1,0,,0.0,5,1
1991,BA,2927408,1,1,5,4.62,6,1
1991,BA,2916104,1,1,4,3.97,4,1
1991,PB,2504009,1,1,2,1.27,3,1
1991,ES,3205309,1,0,2,1.78,4,2
1991,SP,3506003,1,1,6,5.25,5,1
1991,BA,2901106,1,1,3,2.04,4,1
1991,RS,4314902,1,0,5,4.57,4,1
1991,SC,4205407,2,1,6,6.8,4,1
1991,SP,3550308,1,1,6,6.37,4,1
1991,SC,4206504,1,1,4,3.25,,1
1991,RJ,3304557,1,0,3,2.13,3,1
1991,SP,3534401,1,1,8,13.75,3,1
1991,IGNORADO,,5,0,3,2.99,2,1
1991,SP,3528403,1,1,6,5.27,3,1
1991,PE,2611606,1,1,3,2.77,4,1
1991,SP,3551900,1,0,7,7.95,5,1
1991,PR,4109401,1,1,3,2.23,3,1
1991,SP,3548500,1,1,1,1.0,2,2
1991,SP,3518800,,1,3,2.01,3,1
1991,PR,4106902,1,1,4,3.4,3,1
1991,GO,5210901,1,0,3,2.08,4,1
1991,MG,3137601,1,1,4,3.49,3,1
1991,SP,3525904,1,1,6,6.63,3,1
1991,SP,3550308,1,1,2,1.53,3,2
1991,MG,3136702,1,0,5,4.71,4,1
1991,GO,5208707,1,1,6,6.8,5,1
1991,SC,4214201,2,1,5,4.14,3,2
1991,MG,3106200,1,1,4,3.31,4,1
1991,RJ,3304557,1,1,2,1.58,6,2
1991,SC,4209102,2,1,7,7.55,4,2
1991,SP,3550308,1,0,8,10.35,7,1
1991,PB,2507507,2,1,2,1.34,4,1
1991,CE,2304400,1,1,2,1.45,3,2
1991,PR,4106902,1,1,2,1.66,3,1
1991,SP,3522406,1,1,3,2.23,5,1
1991,MG,3104007,1,1,8,10.68,4,1
1991,RJ,3305109,2,1,3,2.22,6,2
